1,50,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0,0,40,1.0,0.0
1,23,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,40,1.0,0.0
1,24,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0,0,50,1.0,0.0
1,47,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0,0,35,0.0,1.0
1,59,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0,0,40,0.0,1.0
1,70,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0,0,17,0.0,1.0
1,90,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0,0,40,1.0,0.0
0,35,0.0,1.0,0.0,0.0,2.0,0.0,0.0,7688,0,50,1.0,0.0
1,37,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0,0,40,1.0,0.0
0,44,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0,1902,40,1.0,0.0
1,38,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0,0,40,1.0,0.0
0,63,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0,0,35,0.0,1.0
1,34,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0,0,40,1.0,0.0
1,36,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0,0,40,1.0,0.0
1,31,0.0,3.0,10.0,1.0,1.0,3.0,0.0,0,0,20,0.0,1.0
1,24,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0,0,45,1.0,0.0
0,42,0.0,2.0,2.0,0.0,2.0,0.0,0.0,5178,0,40,1.0,0.0
0,31,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0,0,40,1.0,0.0
1,33,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0,0,40,1.0,0.0
1,29,0.0,3.0,6.0,2.0,0.0,1.0,0.0,0,0,40,1.0,0.0
1,31,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0,0,40,0.0,1.0
0,55,0.0,5.0,11.0,0.0,2.0,0.0,0.0,0,0,60,1.0,0.0
1,22,0.0,3.0,7.0,2.0,1.0,3.0,0.0,0,0,40,0.0,1.0
1,27,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0,0,40,0.0,1.0
1,54,1.0,2.0,2.0,2.0,2.0,3.0,0.0,0,0,40,0.0,1.0
1,21,0.0,3.0,8.0,1.0,0.0,2.0,0.0,0,0,40,1.0,0.0
1,37,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,50,1.0,0.0
1,42,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,40,1.0,0.0
0,42,0.0,0.0,4.0,0.0,2.0,4.0,0.0,7298,0,35,0.0,1.0
1,61,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0,0,40,1.0,0.0
1,20,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0,0,45,0.0,1.0
0,26,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0,0,40,1.0,0.0
1,42,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,25,1.0,0.0
1,44,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,40,1.0,0.0
1,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,60,1.0,0.0
1,32,2.0,3.0,6.0,2.0,0.0,3.0,0.0,0,0,40,0.0,1.0
1,36,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0,0,55,1.0,0.0
1,43,1.0,4.0,3.0,0.0,0.0,0.0,0.0,5013,0,12,1.0,0.0
1,66,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0,0,25,0.0,1.0
0,44,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,18,1.0,0.0
0,48,1.0,4.0,3.0,2.0,2.0,3.0,1.0,9562,0,40,0.0,1.0
1,49,1.0,4.0,3.0,2.0,3.0,1.0,0.0,0,0,40,0.0,1.0
0,39,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,42,1.0,0.0
1,37,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0,0,60,0.0,1.0
1,55,0.0,1.0,0.0,2.0,2.0,3.0,3.0,0,0,45,0.0,1.0
1,46,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0,0,42,1.0,0.0
1,30,1.0,4.0,9.0,1.0,2.0,1.0,0.0,0,0,55,1.0,0.0
1,49,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0,0,90,1.0,0.0
1,24,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0,0,35,1.0,0.0
1,32,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0,0,25,0.0,1.0
1,35,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,45,1.0,0.0
1,69,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,16,1.0,0.0
1,52,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0,0,60,0.0,1.0
0,58,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,40,1.0,0.0
1,30,0.0,0.0,4.0,2.0,2.0,3.0,0.0,0,0,24,0.0,1.0
